,obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
78714,1.237660765916038e+18,139.936275130572,36.3479496036668,24.81258,22.66596,21.6245,20.54873,19.78367,3560,301,6,221,9.977850718818947e+18,GALAXY,0.7017562,8862,57461,457
53608,1.2376544007661164e+18,181.406532278008,65.8110741439517,22.95332,21.05,19.88752,19.10144,18.77173,2078,301,6,93,7.853261639256397e+18,GALAXY,0.5013021,6975,56720,399
44301,1.237680505047942e+18,354.89447122047,35.3577602965794,23.86728,22.39131,20.69036,19.68516,19.20942,8156,301,5,207,8.034631027543791e+18,GALAXY,0.480679,7136,56570,761
20339,1.237658297910166e+18,128.329146065162,3.05816238098297,20.10025,18.05486,16.70081,16.21484,15.85853,2986,301,1,64,5.397752264634161e+18,GALAXY,0.1903889,4794,55647,684
22152,1.2376663016312015e+18,54.5473085882167,0.727954968186735,23.00874,21.20974,19.32664,18.55962,17.97169,4849,301,5,819,8.039860289006734e+17,GALAXY,0.412101,714,52201,340
7517,1.2376696983732227e+18,336.294509090241,6.96535332721975,21.01536,18.24506,17.20407,16.70522,16.39409,5640,301,4,205,4.985701495125334e+18,STAR,-1.931725e-05,4428,56189,788
48404,1.237657595683472e+18,117.077057206756,31.7977364789618,22.10382,22.1418,21.94583,21.63237,21.39561,2822,301,5,71,1.15868180464054e+19,QSO,2.040882,10291,58101,662
50521,1.2376785980758436e+18,326.592725016241,2.642444239769,23.7105,22.09719,22.13922,21.84691,21.34315,7712,301,5,106,4.6004851099673774e+18,QSO,2.243458,4086,55446,211
36749,1.2376651274924206e+18,240.834071195611,20.7158198830502,26.3036,23.13184,21.38144,19.88273,19.17905,4576,301,2,787,4.4181833313904456e+18,GALAXY,0.6890073,3924,55332,553
93335,1.237667143403963e+18,139.915802680373,24.9561450649026,22.76467,22.82473,22.99241,21.87997,21.36436,5045,301,5,196,1.0804326402478068e+19,GALAXY,0.8703609,9596,57817,694
61820,1.2376802430697477e+18,20.12613274739,-6.7891373724224,21.11027,20.84069,19.53533,18.57361,18.3158,8095,301,5,433,8.060560261059467e+18,GALAXY,0.6684194,7159,56603,883
79605,1.2376634631456036e+18,354.064321244949,1.0515976595667,22.57129,22.02945,21.58635,21.12529,20.49942,4188,301,6,70,1.035964101769169e+19,GALAXY,0.986551,9201,57724,858
11975,1.237658300067742e+18,151.198334343943,6.86757432446959,26.22968,23.15768,20.7496,19.45243,19.11676,2986,301,5,218,5.487909744646838e+18,GALAXY,0.6683539,4874,55673,995
42686,1.237658204516648e+18,202.832982629714,48.4230177636591,23.00664,23.84709,21.80138,20.43518,19.78358,2964,301,3,400,8.370001325468177e+18,GALAXY,0.7835391,7434,57166,223
27641,1.237652934030787e+18,311.979698965647,-6.71636367024038,21.58543,20.02289,19.31318,19.04661,18.85888,1737,301,2,32,2.15837574473924e+18,STAR,-0.0002454548,1917,53557,93
26415,1.2376554729011287e+18,258.699188082572,27.8739017162159,20.58949,18.63689,17.51868,16.96221,16.53229,2328,301,3,151,1.1000413579357981e+18,GALAXY,0.1220424,977,52410,135
75140,1.237665442597831e+18,216.262392898206,26.813978741706,19.51675,19.22362,19.08629,18.86576,18.94212,4649,301,5,210,2.399435976943364e+18,QSO,1.523713,2131,53819,521
62117,1.2376674300986e+18,151.960941584455,23.5516235371774,19.0281,17.62282,16.91424,16.53369,16.26872,5112,301,3,281,2.6380376953428644e+18,GALAXY,0.1131285,2343,53735,197
94946,1.2376554997416591e+18,211.626935474824,-1.40043686566816,20.45608,18.47296,17.49031,17.0461,16.6819,2334,301,5,105,1.0303655815151882e+18,GALAXY,0.1289877,915,52443,608
4065,1.2376785980879012e+18,354.06429956032,3.1585830566989,24.63468,20.60476,19.03624,18.89289,22.82692,7712,301,5,290,1.2705835015508089e+19,STAR,-0.000210554,11285,58402,198
77529,1.2376792552024315e+18,20.9158419933238,-4.14242468634719,21.1942,21.86999,20.21669,19.11116,18.38126,7865,301,5,54,7.934382505159054e+18,GALAXY,0.7076862,7047,56572,603
88726,1.2376619701118574e+18,185.130391040626,6.33412760098348,22.76652,21.87432,20.0625,19.24139,18.72887,3841,301,1,135,5.440590612595497e+18,GALAXY,0.444196,4832,55680,881
4696,1.237659330849211e+18,241.083850022425,44.708596193302,25.95171,21.8174,20.32132,19.24893,18.72802,3226,301,5,55,6.793835446298499e+18,GALAXY,0.5246938,6034,56103,565
53005,1.2376654275630863e+18,220.359787594467,24.3189733913648,25.19336,21.74191,21.0923,20.92578,21.21595,4646,301,1,174,6.773654184745261e+18,STAR,0.0002609741,6016,56073,874
14632,1.2376633058448512e+18,359.625879400404,27.6922364855501,20.66742,20.0558,20.04694,20.14175,19.80667,4152,301,1,107,8.663940099300677e+18,QSO,0.8290504,7695,57654,510
4169,1.2376517373752123e+18,197.496546656833,3.17995578254948,27.42338,23.23021,20.05631,19.01015,18.39571,1458,301,5,485,5.359375460685076e+18,GALAXY,0.5779008,4760,55656,334
35019,1.2376709659294438e+18,156.386597723764,18.2151005792163,25.36393,22.18261,21.54873,21.20378,20.91858,5935,301,5,266,1.0778476333849924e+19,GALAXY,0.8090953,9573,57787,860
27228,1.2376637890260503e+18,113.340053706586,46.467695473935,21.23042,20.89737,20.49582,20.51539,20.39653,4264,301,5,67,9.351863014293527e+18,QSO,1.175022,8306,57419,503
3742,1.2376613618358684e+18,205.488019306511,45.7473123427799,21.50683,20.73672,20.2859,20.13591,19.61335,3699,301,4,116,8.364385012926404e+18,QSO,2.189631,7429,56740,271
52883,1.2376697665482918e+18,11.2463243818625,7.09016972191301,20.73159,20.61061,19.99058,19.9681,20.10174,5656,301,3,90,1.2445845595884902e+19,QSO,1.28574,11054,58424,538
17543,1.2376677828311782e+18,176.094945503213,22.3777968377469,22.10955,21.49037,21.80954,21.46491,21.15731,5194,301,4,409,7.23057933568995e+18,QSO,2.265732,6422,56328,182
73569,1.2376555034983813e+18,257.062607932948,34.0977404476496,23.19609,23.21341,22.40313,20.79844,19.86699,2335,301,4,84,1.2274593635732052e+19,GALAXY,0.7267807,10902,58396,119
22080,1.237650762930914e+18,187.906740018709,-1.54802962308558,23.49692,22.96581,21.67672,20.59886,20.02685,1231,301,6,125,4.269680540150684e+18,GALAXY,0.6320017,3792,55212,975
41343,1.2376517373809787e+18,210.692563402341,2.89354663950143,18.75381,17.31808,16.66647,16.29,16.05315,1458,301,5,573,5.990703182203064e+17,GALAXY,0.07545868,532,51993,333
98474,1.2376737002081492e+18,42.4367209424324,-4.41031025778284,25.64436,23.62509,21.68648,20.5613,19.72163,6572,301,2,192,8.87120105984415e+18,GALAXY,0.6287992,7879,57359,857
55191,1.2376571909094769e+18,9.71789791970065,-0.171528663202125,18.30367,16.9001,16.38467,16.23122,16.16342,2728,301,3,478,1.277915961332099e+18,STAR,4.863969e-05,1135,53024,71
12934,1.2376507602418404e+18,177.251605337836,-3.57941755984964,18.8256,17.77257,17.3679,17.12159,16.98111,1231,301,1,53,3.704469423684588e+17,GALAXY,0.02903826,329,52056,94
12142,1.237670965380711e+18,129.150120206259,11.7513828444769,21.31534,19.10695,17.75501,16.69159,16.11653,5935,301,4,85,2.7314816161813893e+18,STAR,0.000106711,2426,53795,176
84795,1.2376607648379046e+18,130.379967221145,30.2236071463435,20.03156,18.59227,17.91347,17.53746,17.22805,3560,301,4,154,1.4288967734300774e+18,GALAXY,0.05232127,1269,52937,472
40203,1.2376544002261652e+18,165.131709683336,64.2224884801732,24.79469,21.5635,21.2894,21.19506,21.40755,2078,301,5,46,7.999543140452423e+18,QSO,2.886739,7105,56740,88
7634,1.237678858483598e+18,27.9661346648853,11.0950410545902,21.90083,22.67621,20.52655,19.60454,19.27465,7773,301,2,493,5.245615863349139e+18,GALAXY,0.4925812,4659,55587,175
99485,1.237678881033028e+18,28.3873058703263,-1.99602045385036,22.76851,22.02029,21.36613,20.59146,20.11452,7778,301,4,506,1.0499264706103237e+19,QSO,0.6217393,9325,58042,902
99351,1.2376637847410445e+18,15.4933799075377,0.513567165862624,23.46245,21.21311,19.447,18.82201,18.37411,4263,301,5,219,4.757149299279944e+18,GALAXY,0.3734527,4225,55455,808
37278,1.2376609623977495e+18,126.999581463556,28.2610630166212,20.88827,18.90671,17.90735,17.46474,17.12675,3606,301,4,22,1.4266540445034353e+18,GALAXY,0.09238823,1267,52932,505
14352,1.2376786174031956e+18,326.619566701067,0.890922987665381,20.03189,18.43546,17.7442,17.32334,17.13717,7717,301,1,106,1.1148075251416698e+18,GALAXY,0.1112102,990,52465,606
60664,1.2376570700905188e+18,39.2153045408175,-0.592867126074213,21.62541,19.67664,18.23034,17.68671,17.30703,2700,301,2,127,1.7564676819989563e+18,GALAXY,0.2491772,1560,53317,232
46424,1.237664289932182e+18,193.884672808183,14.3960916650108,22.75918,21.80001,21.83151,21.65628,21.24769,4381,301,2,152,6.098066410692696e+18,STAR,-3.975783e-05,5416,56002,700
51801,1.2376609629341617e+18,125.908556223639,27.9871318673898,20.95511,18.89565,17.47561,16.93768,16.59529,3606,301,5,15,1.426625182323206e+18,GALAXY,0.246129,1267,52932,400
56085,1.2376788595402348e+18,347.966197863103,12.2588994882011,22.38593,21.38898,19.92849,19.05516,18.43966,7773,301,4,232,6.921036849285978e+18,GALAXY,0.4841057,6147,56239,473
67591,1.2376793180139036e+18,356.082725873252,9.33343876197857,23.91303,23.40736,21.78926,20.40546,19.68455,7880,301,2,17,6.93574446575284e+18,GALAXY,0.7001183,6160,56190,731
17551,1.237663782600836e+18,32.1432111480197,-1.23297218794156,23.35907,21.96783,20.02279,18.75754,18.14153,4263,301,1,330,4.768254641531279e+18,GALAXY,0.71039,4235,55451,249
4127,1.2376802994195663e+18,337.634270894611,21.1887944390482,19.33023,18.9536,19.02647,18.80726,18.80215,8108,301,6,103,8.53681895130034e+18,QSO,0.595387,7582,56960,894
53905,1.237672764978103e+18,347.527416360615,22.9874934445243,24.42813,23.07275,21.24418,19.92666,19.3727,6354,301,4,178,7.422162918110942e+18,GALAXY,0.5877965,6592,56535,839
91754,1.2376627007887117e+18,241.88376716602,55.221313268467,19.36167,18.89103,18.90834,18.70654,18.95924,4011,301,2,67,9.472463230083551e+18,QSO,0.6155099,8413,57897,972
56594,1.237678825176827e+18,338.117348834506,4.59050417848414,23.53964,23.6985,22.01844,20.8087,19.87305,7765,301,4,176,1.2771268327336335e+19,GALAXY,0.6324503,11343,58430,675
77571,1.2376503715520187e+18,171.706075159224,-1.72141397002238,22.05172,21.24224,21.38768,21.17848,21.47923,1140,301,5,125,4.249415166998108e+18,QSO,2.383856,3774,55244,978
36663,1.2376613618420288e+18,223.610324848708,40.5724756976308,18.93092,17.84172,17.32368,16.97294,16.79308,3699,301,4,210,1.5728893690128896e+18,GALAXY,0.128186,1397,53119,26
72995,1.2376697665476365e+18,9.6908169885271,7.18730954956304,19.6716,19.76329,20.13814,20.45592,20.85412,5656,301,3,80,2.619999656913955e+18,STAR,0.0001238382,2327,53710,111
61183,1.237658300599632e+18,139.749996586871,6.16933079834849,19.54707,17.97894,17.38115,17.03584,16.80729,2986,301,6,142,1.1158671835330252e+18,GALAXY,0.0715191,991,52707,365
47903,1.2376655306334536e+18,202.124806434339,25.5848232718402,19.95837,18.21984,17.18365,16.67343,16.31013,4670,301,1,39,2.526524127548828e+18,GALAXY,0.1341748,2244,53795,17
71959,1.2376805028910208e+18,330.338613698887,28.9733960332539,23.6846,22.3337,20.62206,19.63256,19.2122,8156,301,1,63,6.713922942668134e+18,GALAXY,0.5071865,5963,56191,661
55008,1.2376655478190904e+18,222.185073254436,21.299325205232,24.84231,21.44966,19.52655,18.71048,18.22672,4674,301,1,127,6.648547078678272e+18,GALAXY,0.4623652,5905,56065,393
66493,1.2376655660788613e+18,234.832827262125,16.6041670061632,18.87812,17.32023,16.51781,16.00802,15.71658,4678,301,3,221,3.146936220790057e+18,GALAXY,0.08441149,2795,54563,167
16567,1.23764976810564e+18,358.912239897049,55.8901996318372,17.21254,15.26124,14.38605,14.07872,13.92771,1000,301,1,72,2.6763196708600945e+18,STAR,-0.0001255743,2377,53991,202
83375,1.2376556930194483e+18,234.604556071728,-1.1181908944672,23.38615,24.10454,21.54713,20.18887,19.76464,2379,301,5,170,4.5127229149620695e+18,GALAXY,0.6626806,4008,55356,422
91211,1.2376619701181484e+18,199.517282157383,6.1805216960993,19.73209,18.7785,18.42402,18.10833,18.05341,3841,301,1,231,2.0232666723448525e+18,GALAXY,0.07298257,1797,54507,89
34152,1.2376654415289385e+18,227.658387426378,22.6633324144256,21.39074,19.50104,18.94414,18.74129,18.78227,4649,301,3,284,2.426370988183677e+18,GALAXY,0.04105196,2155,53820,206
5169,1.237663784212562e+18,34.7183815447122,0.150115917758033,20.52301,19.48743,18.90811,18.46335,18.36664,4263,301,4,347,1.6969057702154342e+18,GALAXY,0.1823044,1507,53763,635
59674,1.2376793228627151e+18,38.1085457990656,-4.56185996643927,24.88282,22.73346,22.09007,21.90676,22.09997,7881,301,3,276,1.049228693045224e+19,GALAXY,0.885777,9319,58043,93
45164,1.2376664084606484e+18,41.6530383966386,0.304942778352147,20.37778,18.75437,18.15466,17.90862,17.75976,4874,301,4,699,1.8736258628473587e+18,STAR,-0.0004803737,1664,52973,467
4312,1.2376613537797898e+18,179.639126331394,57.9211798686526,17.13473,16.20848,15.89189,15.74257,15.70481,3697,301,5,70,1.4795295606628943e+18,STAR,-0.0003994617,1314,53050,353
21031,1.23767861743059e+18,29.08902553856,1.16350244872437,22.91869,22.71973,22.20573,21.22289,20.96543,7717,301,1,524,1.0572445452292348e+19,GALAXY,0.8604198,9390,58103,892
53512,1.2376609629438612e+18,148.56057761918,39.6683366623122,23.37309,21.46926,20.58341,19.65006,19.03105,3606,301,5,163,5.145536666325506e+18,QSO,0.5279405,4570,55623,633
18063,1.2376637852846656e+18,30.9411432609379,0.862449182846437,19.77211,18.80426,18.41604,18.26616,18.26142,4263,301,6,322,7.894142009286593e+17,STAR,-0.0005682193,701,52179,576
35326,1.2376583043502574e+18,150.522056767012,55.8207005745176,20.54114,20.05807,19.81975,19.68857,20.27849,2987,301,5,28,6.466311821561453e+18,QSO,2.219079,5743,56011,977
34767,1.2376582061205752e+18,179.311240015696,50.9674034549676,22.22847,21.86936,21.64892,21.46764,21.42164,2964,301,6,298,9.259411677895743e+18,GALAXY,1.559565,8224,57378,39
28052,1.2376582045091103e+18,176.399920888463,49.6011601064365,20.14099,19.07125,18.72985,18.5976,18.60035,2964,301,3,285,3.572567347183067e+18,STAR,0.000137706,3173,54849,316
74795,1.237662306186363e+18,205.938878804248,40.2341425449305,23.69065,21.04357,19.79922,19.02055,18.59731,3919,301,3,33,5.301981229666818e+18,GALAXY,0.5479471,4709,55720,431
77235,1.2376695174356667e+18,345.767841026001,6.79314242939603,19.17405,18.27139,17.97444,17.86027,17.84876,5598,301,3,21,6.943471558578166e+18,STAR,-0.0004262308,6167,56189,170
99722,1.237680277403796e+18,350.685408596413,27.3813008548416,21.65916,21.42838,21.54938,21.17434,20.40051,8103,301,5,41,8.671740040878251e+18,QSO,1.923479,7702,58017,214
4173,1.2376634588526031e+18,322.703386820395,0.928042850817794,25.19084,22.39153,20.80164,19.80676,19.48361,4187,301,6,100,4.72220379600836e+18,GALAXY,0.4875009,4194,55450,653
51056,1.2376581991232968e+18,126.221336199825,30.5167898035779,20.60148,20.20491,20.42021,20.56148,20.87784,2963,301,1,24,1.3590621125796431e+18,STAR,-0.0003875902,1207,52672,367
48102,1.237661361833509e+18,197.81749514777,46.8768715785904,19.69866,18.80276,18.54799,18.47235,18.54855,3699,301,4,80,8.34411854032931e+18,STAR,-0.0005422985,7411,56776,270
61466,1.2376788896021222e+18,42.9158138967923,-1.81275296623123,25.57611,22.08999,20.60271,19.75517,19.44761,7780,301,4,188,4.888928243045128e+18,GALAXY,0.5118328,4342,55531,985
16405,1.2376677828330788e+18,180.879085341443,22.6053913479564,21.99089,20.56652,20.33966,20.31994,20.25998,5194,301,4,438,6.720550521835641e+18,STAR,1.596255e-05,5969,56069,196
72761,1.237654398616666e+18,171.410174339369,63.6681681033287,18.08455,17.03644,16.56058,16.3609,16.29257,2078,301,2,63,3.743632391449714e+18,STAR,-0.0003060937,3325,54942,55
67893,1.237664853118157e+18,241.078836724196,23.0827885157579,17.96926,16.57402,15.80323,15.40805,15.11014,4512,301,3,280,2.0852730645132347e+18,GALAXY,0.08733487,1852,53534,387
24531,1.2376650254410058e+18,182.291439550044,35.2215545971402,21.21337,20.88134,20.33823,19.99851,19.67203,4552,301,4,86,1.1535048092174e+19,QSO,2.065718,10245,58161,740
20436,1.2376677350412127e+18,173.867213247501,21.967936522175,19.3309,17.81203,16.92003,16.50727,16.19502,5183,301,3,280,2.82264322611088e+18,GALAXY,0.0,2507,53876,44
74459,1.237678598629753e+18,5.44948555398491,3.5794966323196,22.61639,22.5149,21.76497,21.06042,20.63014,7712,301,6,366,1.063200902033941e+19,GALAXY,0.8696629,9443,58074,495
38271,1.2376650259860687e+18,205.168063154577,34.0979138705383,22.03517,21.43899,21.55535,21.71668,21.19327,4552,301,5,211,1.1549698540411574e+19,QSO,2.473706,10258,58492,790
83834,1.237667730731696e+18,123.319074357336,11.0402394952945,17.94201,16.96933,16.65665,16.53156,16.51661,5182,301,3,58,2.725927164322015e+18,STAR,0.0001186151,2421,54153,449
50732,1.2376621955934456e+18,164.136515625251,41.3297855144504,20.9796,20.67053,20.27461,20.18814,20.2413,3893,301,5,71,9.419411236486142e+18,QSO,1.403768,8366,57432,482
61464,1.2376543814438095e+18,147.174194227127,55.6411532834672,25.39041,22.34624,20.43473,19.45787,19.23555,2074,301,2,170,6.466212315759139e+18,GALAXY,0.5104627,5743,56011,615
87430,1.237655504567403e+18,250.465921213427,43.758148565027,26.01391,21.54554,20.21484,19.35142,18.91601,2335,301,6,12,6.790472314905713e+18,STAR,4.997402e-05,6031,56091,618
84610,1.237680277408318e+18,2.37363070792912,28.0734117425284,21.73398,22.38141,20.45995,19.4788,19.11953,8103,301,5,110,8.033338001768863e+18,GALAXY,0.5552135,7135,56564,153
33619,1.2376788466462236e+18,326.175841284589,7.95677309078798,22.39835,21.04778,19.24144,18.58891,18.30324,7770,301,4,93,4.607370527178512e+18,GALAXY,0.3299364,4092,55477,684
65552,1.2376582034391045e+18,189.634659815596,48.8938027645753,23.91912,21.62041,20.08413,19.19099,18.66092,2964,301,1,342,7.509793992395216e+18,GALAXY,0.6053748,6670,56389,151
3747,1.237678858479862e+18,19.2866304142555,11.6904795465194,19.68157,17.88211,16.84289,16.39905,16.03645,7773,301,2,436,5.254831699649649e+18,GALAXY,0.1259819,4667,55868,934
71669,1.237678859527784e+18,319.313535383473,9.04314518703176,24.37435,21.586,20.25038,19.46172,19.05976,7773,301,4,42,4.596108502607616e+18,GALAXY,0.4985613,4082,55367,673
32750,1.237678618487882e+18,351.585412745899,2.07929294064234,21.25194,20.98284,20.6928,20.5486,20.28964,7717,301,3,273,1.0331395394580535e+19,QSO,0.9496137,9176,58080,501
95967,1.2376591327501356e+18,230.543874672186,45.4621359039296,23.68961,20.96682,19.3754,18.774,18.41289,3180,301,4,151,9.585945479101043e+18,GALAXY,0.2763351,8514,58174,122
33730,1.2376554728933304e+18,246.078795461648,42.4607504339737,22.69309,23.31648,21.85282,20.74413,19.93092,2328,301,3,32,9.599685246649129e+18,GALAXY,0.7643876,8526,57898,955
82632,1.2376655655364856e+18,221.936898584448,19.8164507107984,21.5321,20.30742,18.48325,17.82665,17.43442,4678,301,2,137,3.141335308423948e+18,GALAXY,0.355654,2790,54555,271
71834,1.2376677817410527e+18,137.373007380957,14.8563646350177,22.72765,22.60366,20.82757,19.89316,19.25122,5194,301,2,159,5.967329255134353e+18,GALAXY,0.4989798,5300,55982,217
72609,1.2376637831292524e+18,12.819077217462,-0.716613850860612,24.4091,21.74114,21.45222,21.74069,21.33393,4263,301,2,201,4.0420164869525565e+18,QSO,2.80426,3590,55201,130
72934,1.2376663381158792e+18,18.0062611290454,-0.993205201356665,22.59211,21.86575,21.44042,20.40868,19.72337,4858,301,1,475,8.86666831680008e+18,GALAXY,0.8657852,7875,56980,751
11979,1.2376637831426222e+18,43.4130671678473,-0.82126580572284,23.45432,22.38364,21.72852,21.45158,20.58759,4263,301,2,405,1.0552032468680331e+19,GALAXY,1.052555,9372,58074,358
12992,1.2376654409826304e+18,204.323386840655,27.8212631977721,18.68617,17.6742,17.22942,17.02821,16.97096,4649,301,2,140,2.786683972682358e+18,STAR,-0.0005448706,2475,53845,297
4866,1.237657632187024e+18,139.688555166414,46.4029945789551,23.62414,22.16234,20.772,19.77381,19.38235,2831,301,1,15,6.544948349329758e+18,GALAXY,0.5579041,5813,56363,335
77125,1.23766378314177e+18,41.4291871145272,-0.741721223466436,24.65128,22.40861,22.2925,21.96516,21.19702,4263,301,2,392,7.635901382101589e+18,QSO,0.8464952,6782,56572,175
